protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_signature,action_taken,network_segment,log_source,hour,day,week_day,month,browser,device_os,severity_encoded,target
ICMP,857,1,FTP,0,39,0,Known Pattern A,Logged,Segment B,1,13,25,1,8,Mozilla,Windows,0,DDoS
UDP,273,1,DNS,0,45,1,Known Pattern A,Blocked,Segment B,1,14,21,3,8,Mozilla,Windows,0,DDoS
TCP,1039,1,DNS,0,6,0,Known Pattern B,Ignored,Segment C,1,13,12,4,7,Mozilla,Windows,1,DDoS
UDP,264,1,DNS,0,36,0,Known Pattern A,Blocked,Segment B,1,5,22,3,5,Mozilla,Windows,0,DDoS
TCP,994,1,DNS,0,17,1,Known Pattern B,Blocked,Segment C,1,2,18,2,10,Mozilla,Macintosh,1,DDoS
TCP,1200,1,DNS,1,94,1,Known Pattern B,Logged,Segment B,1,11,16,5,9,Mozilla,iPod,0,DDoS
ICMP,841,1,HTTP,0,27,0,Known Pattern A,Ignored,Segment C,1,8,23,2,5,Mozilla,Macintosh,0,DDoS
ICMP,820,1,FTP,0,77,0,Known Pattern A,Logged,Segment C,1,14,10,2,4,Mozilla,Linux,1,DDoS
UDP,256,1,DNS,1,28,0,Known Pattern A,Blocked,Segment B,1,5,24,1,5,Mozilla,Windows,0,DDoS
ICMP,296,1,DNS,0,57,0,Known Pattern A,Blocked,Segment C,1,2,18,2,9,Mozilla,Windows,0,DDoS
ICMP,519,1,DNS,0,80,0,Known Pattern B,Blocked,Segment C,1,6,13,4,1,Mozilla,Linux,1,DDoS
UDP,433,1,DNS,0,81,1,Known Pattern B,Blocked,Segment A,1,1,14,3,2,Mozilla,Macintosh,0,DDoS
TCP,1057,1,DNS,0,20,1,Known Pattern B,Ignored,Segment C,1,9,25,4,1,Mozilla,Windows,2,DDoS
ICMP,291,1,DNS,0,58,1,Known Pattern A,Blocked,Segment B,1,4,19,2,9,Mozilla,Windows,0,DDoS
ICMP,1264,1,HTTP,0,74,0,Known Pattern B,Blocked,Segment A,1,15,1,5,6,Mozilla,Android,0,DDoS
TCP,1026,1,DNS,0,10,0,Known Pattern B,Blocked,Segment C,1,7,16,4,7,Mozilla,Macintosh,1,DDoS
ICMP,262,1,DNS,0,69,1,Known Pattern A,Blocked,Segment C,1,19,10,1,8,Mozilla,Macintosh,0,DDoS
UDP,154,1,FTP,1,83,0,Known Pattern B,Blocked,Segment A,1,16,28,4,7,Mozilla,Windows,1,DDoS
UDP,70,1,DNS,0,34,0,Known Pattern A,Blocked,Segment C,1,9,25,5,10,Mozilla,Linux,0,DDoS
ICMP,824,1,DNS,0,66,0,Known Pattern A,Ignored,Segment A,1,22,15,4,5,Mozilla,Windows,0,DDoS
UDP,276,1,DNS,0,48,1,Known Pattern B,Blocked,Segment B,1,17,20,3,8,Mozilla,Windows,0,DDoS
TCP,1418,1,DNS,0,67,0,Known Pattern B,Blocked,Segment A,1,14,8,0,3,Mozilla,Linux,1,DDoS
TCP,1340,1,HTTP,0,50,0,Known Pattern B,Blocked,Segment B,1,8,21,1,4,Mozilla,Windows,1,DDoS
TCP,700,1,DNS,0,60,0,Known Pattern A,Ignored,Segment C,1,18,8,3,2,Opera,Windows,0,DDoS
UDP,1273,1,HTTP,0,80,1,Known Pattern A,Blocked,Segment A,1,7,5,3,9,Mozilla,Windows,0,DDoS
TCP,679,1,DNS,0,41,0,Known Pattern B,Blocked,Segment C,1,4,4,3,8,Opera,Windows,0,DDoS
ICMP,593,1,DNS,1,68,0,Known Pattern B,Blocked,Segment B,1,8,27,2,7,Mozilla,Windows,1,DDoS
TCP,166,1,DNS,0,46,1,Known Pattern B,Ignored,Segment C,1,11,18,3,5,Mozilla,Windows,1,DDoS
TCP,1254,1,DNS,0,6,0,Known Pattern B,Ignored,Segment B,1,13,3,3,8,Mozilla,Linux,0,DDoS
TCP,1371,1,FTP,0,85,0,Known Pattern B,Blocked,Segment C,1,6,4,2,9,Mozilla,Windows,1,DDoS
ICMP,296,1,DNS,1,26,0,Known Pattern A,Blocked,Segment B,1,12,12,3,11,Opera,Linux,1,DDoS
TCP,1080,1,DNS,0,20,1,Known Pattern B,Ignored,Segment C,1,14,13,4,4,Mozilla,Macintosh,2,DDoS
UDP,985,1,DNS,1,85,1,Known Pattern A,Ignored,Segment A,1,13,24,2,5,Mozilla,iPhone,1,DDoS
TCP,1081,1,DNS,0,20,1,Known Pattern B,Blocked,Segment C,1,14,12,4,4,Mozilla,Windows,2,DDoS
TCP,1399,1,DNS,0,86,0,Known Pattern B,Blocked,Segment A,1,20,3,4,7,Mozilla,Macintosh,1,DDoS
TCP,1144,1,DNS,0,80,0,Known Pattern A,Ignored,Segment B,1,18,15,0,8,Mozilla,Windows,1,DDoS
ICMP,174,1,FTP,0,48,1,Known Pattern A,Ignored,Segment C,1,17,10,5,7,Mozilla,Windows,1,DDoS
TCP,932,1,HTTP,0,50,1,Known Pattern B,Blocked,Segment C,1,16,10,1,2,Mozilla,Linux,0,DDoS
TCP,1283,1,FTP,0,19,0,Known Pattern B,Ignored,Segment B,1,10,10,0,7,Mozilla,Linux,0,DDoS
TCP,1413,1,DNS,0,25,0,Known Pattern B,Blocked,Segment A,1,9,3,4,6,Mozilla,Windows,0,DDoS
TCP,1037,1,DNS,0,6,0,Known Pattern B,Ignored,Segment C,1,13,10,3,8,Mozilla,Windows,1,DDoS
ICMP,530,1,DNS,0,76,0,Known Pattern B,Logged,Segment C,1,5,12,3,1,Mozilla,Linux,1,DDoS
ICMP,223,1,FTP,0,14,1,Known Pattern A,Blocked,Segment C,1,14,18,0,8,Mozilla,Windows,0,DDoS
TCP,1181,1,DNS,0,41,0,Known Pattern A,Logged,Segment B,1,5,6,3,9,Mozilla,iPod,0,DDoS
UDP,145,1,DNS,1,84,0,Known Pattern B,Blocked,Segment A,1,20,29,4,9,Mozilla,Linux,2,DDoS
UDP,676,1,FTP,0,89,0,Known Pattern A,Ignored,Segment B,1,13,5,3,6,Opera,Windows,1,DDoS
UDP,1466,1,FTP,0,72,0,Known Pattern B,Ignored,Segment C,1,14,15,1,3,Mozilla,Windows,1,DDoS
ICMP,1466,1,DNS,0,53,0,Known Pattern B,Logged,Segment C,1,7,19,0,6,Mozilla,Macintosh,1,DDoS
ICMP,530,1,DNS,0,67,0,Known Pattern B,Blocked,Segment C,1,2,7,6,2,Mozilla,Linux,0,DDoS
ICMP,1426,1,DNS,1,52,1,Known Pattern B,Ignored,Segment B,1,2,21,0,7,Mozilla,Macintosh,0,DDoS
UDP,739,1,DNS,0,94,0,Known Pattern B,Blocked,Segment B,1,3,7,1,6,Mozilla,Windows,0,DDoS
UDP,891,1,FTP,1,50,0,Known Pattern B,Blocked,Segment C,1,13,13,4,9,Mozilla,Windows,0,DDoS
TCP,917,1,DNS,0,44,1,Known Pattern B,Logged,Segment C,1,18,18,3,3,Mozilla,Linux,0,DDoS
TCP,1321,1,HTTP,0,66,1,Known Pattern A,Ignored,Segment C,1,13,11,1,5,Mozilla,Windows,2,DDoS
TCP,1429,1,FTP,0,67,0,Known Pattern B,Logged,Segment C,1,5,11,2,3,Mozilla,Macintosh,1,DDoS
TCP,1425,1,DNS,1,88,0,Known Pattern B,Logged,Segment A,1,9,17,3,5,Mozilla,Linux,2,DDoS
TCP,1070,1,HTTP,1,66,1,Known Pattern B,Logged,Segment C,1,8,20,4,8,Mozilla,Linux,1,DDoS
ICMP,122,1,FTP,1,63,0,Known Pattern A,Ignored,Segment C,1,14,10,5,3,Mozilla,Linux,0,DDoS
UDP,917,1,FTP,1,19,1,Known Pattern B,Blocked,Segment C,1,9,11,3,11,Mozilla,iPod,0,DDoS
TCP,963,1,DNS,0,30,0,Known Pattern B,Logged,Segment A,1,1,9,5,5,Mozilla,Macintosh,0,DDoS
TCP,1055,1,DNS,0,20,1,Known Pattern B,Blocked,Segment C,1,6,25,4,1,Mozilla,Windows,2,DDoS
TCP,1481,1,HTTP,0,47,0,Known Pattern B,Ignored,Segment C,1,20,5,1,3,Mozilla,Linux,1,DDoS
TCP,653,1,FTP,0,76,0,Known Pattern A,Logged,Segment C,1,3,24,1,5,Mozilla,Windows,1,DDoS
ICMP,698,1,DNS,1,44,0,Known Pattern B,Ignored,Segment B,1,22,26,3,4,Opera,Windows,0,DDoS
UDP,1311,1,HTTP,0,59,1,Known Pattern A,Ignored,Segment A,1,9,25,1,3,Mozilla,Windows,1,DDoS
ICMP,831,1,DNS,1,32,0,Known Pattern A,Logged,Segment A,1,13,8,0,10,Mozilla,Windows,1,DDoS
TCP,928,1,DNS,0,35,1,Known Pattern B,Blocked,Segment C,1,16,19,1,2,Mozilla,Macintosh,0,DDoS
UDP,278,1,FTP,0,51,1,Known Pattern A,Logged,Segment C,1,16,19,3,8,Mozilla,Linux,0,DDoS
ICMP,867,1,FTP,1,70,0,Known Pattern A,Logged,Segment A,1,8,3,2,11,Mozilla,Windows,1,DDoS
ICMP,1278,1,HTTP,0,48,0,Known Pattern B,Ignored,Segment B,1,9,16,3,10,Mozilla,Windows,0,DDoS
TCP,1405,1,FTP,0,86,0,Known Pattern B,Logged,Segment A,1,21,4,4,7,Mozilla,Macintosh,1,DDoS
ICMP,862,1,FTP,0,41,0,Known Pattern A,Logged,Segment B,1,17,25,0,10,Mozilla,Linux,0,DDoS
ICMP,535,1,DNS,0,64,0,Known Pattern B,Blocked,Segment C,1,1,5,6,2,Mozilla,Linux,0,DDoS
TCP,1332,1,FTP,0,61,1,Known Pattern A,Blocked,Segment B,1,12,18,0,4,Mozilla,Linux,1,DDoS
ICMP,520,1,DNS,0,74,0,Known Pattern B,Blocked,Segment C,1,6,11,5,1,Mozilla,Linux,1,DDoS
ICMP,180,1,FTP,0,49,0,Known Pattern A,Ignored,Segment C,1,20,5,6,10,Mozilla,Windows,1,DDoS
TCP,643,1,DNS,0,48,0,Known Pattern B,Logged,Segment B,1,1,6,5,6,Mozilla,Windows,1,DDoS
TCP,1259,1,HTTP,0,16,0,Known Pattern B,Logged,Segment A,1,1,22,3,6,Mozilla,Linux,1,DDoS
ICMP,90,1,FTP,0,9,0,Known Pattern A,Ignored,Segment A,1,11,9,4,8,Mozilla,Linux,1,DDoS
ICMP,582,1,DNS,0,80,1,Known Pattern B,Blocked,Segment B,1,23,26,1,6,Mozilla,Windows,0,DDoS
ICMP,497,1,FTP,0,70,0,Known Pattern A,Logged,Segment B,1,20,29,0,2,Mozilla,Windows,0,DDoS
UDP,332,1,DNS,0,6,0,Known Pattern A,Blocked,Segment C,1,21,8,1,11,Mozilla,Windows,0,DDoS
ICMP,362,1,DNS,0,30,1,Known Pattern A,Blocked,Segment A,1,12,18,5,4,Mozilla,Windows,0,DDoS
UDP,941,1,DNS,0,62,1,Known Pattern A,Ignored,Segment C,1,13,4,1,5,Mozilla,Linux,1,DDoS
UDP,1269,1,HTTP,0,79,0,Known Pattern B,Ignored,Segment A,1,6,5,2,7,Mozilla,Macintosh,0,DDoS
TCP,1003,1,FTP,0,45,0,Known Pattern B,Logged,Segment A,1,13,28,0,8,Mozilla,Android,1,DDoS
TCP,1081,1,DNS,0,20,1,Known Pattern B,Blocked,Segment C,1,14,11,4,4,Mozilla,Windows,2,DDoS
TCP,885,1,FTP,1,7,1,Known Pattern B,Ignored,Segment C,1,11,12,1,7,Mozilla,Macintosh,0,DDoS
UDP,307,1,HTTP,0,36,1,Known Pattern A,Logged,Segment B,1,0,3,1,6,Opera,Linux,1,DDoS
TCP,729,1,HTTP,0,25,0,Known Pattern A,Blocked,Segment A,1,13,18,2,5,Mozilla,Windows,1,DDoS
ICMP,180,1,FTP,0,34,0,Known Pattern A,Blocked,Segment C,1,20,3,5,9,Mozilla,Windows,0,DDoS
ICMP,1432,1,DNS,0,34,1,Known Pattern B,Logged,Segment C,1,10,4,4,1,Mozilla,Macintosh,0,DDoS
TCP,993,1,DNS,0,17,0,Known Pattern B,Logged,Segment C,1,0,13,3,6,Mozilla,Macintosh,1,DDoS
ICMP,488,1,FTP,0,28,0,Known Pattern B,Ignored,Segment A,1,6,23,5,9,Mozilla,Windows,1,DDoS
ICMP,371,1,DNS,1,48,1,Known Pattern A,Blocked,Segment B,1,20,24,3,8,Mozilla,Windows,0,DDoS
UDP,106,1,FTP,0,54,0,Known Pattern A,Blocked,Segment C,1,9,8,6,4,Mozilla,Linux,0,DDoS
ICMP,501,1,DNS,0,81,0,Known Pattern A,Logged,Segment B,1,19,30,0,1,Mozilla,Windows,0,DDoS
UDP,973,1,DNS,0,94,0,Known Pattern B,Ignored,Segment A,1,19,6,1,9,Mozilla,iPhone,0,DDoS
TCP,660,1,DNS,0,42,0,Known Pattern B,Ignored,Segment B,1,4,21,0,4,Opera,Windows,1,DDoS
ICMP,547,1,DNS,0,69,1,Known Pattern A,Logged,Segment C,1,11,13,4,9,Mozilla,Linux,2,DDoS
ICMP,819,1,DNS,0,80,0,Known Pattern A,Ignored,Segment A,1,20,10,0,2,Mozilla,Windows,1,DDoS
ICMP,117,1,FTP,0,59,0,Known Pattern A,Ignored,Segment C,1,13,7,6,2,Mozilla,Linux,0,DDoS
ICMP,1136,1,DNS,1,76,0,Known Pattern A,Blocked,Segment C,1,11,17,1,10,Mozilla,Windows,1,DDoS
UDP,1170,1,DNS,0,43,0,Known Pattern A,Blocked,Segment A,1,2,7,5,10,Mozilla,Linux,0,DDoS
TCP,1412,1,DNS,1,11,0,Known Pattern B,Blocked,Segment C,1,4,8,3,11,Mozilla,Windows,0,DDoS
UDP,1269,1,HTTP,0,69,0,Known Pattern B,Blocked,Segment A,1,14,19,4,7,Mozilla,Windows,0,DDoS
UDP,1491,1,DNS,0,49,0,Known Pattern B,Ignored,Segment B,1,10,23,3,4,Mozilla,Linux,1,DDoS
ICMP,691,1,FTP,0,79,0,Known Pattern A,Ignored,Segment B,1,14,5,2,2,Opera,Windows,1,DDoS
ICMP,272,1,DNS,0,22,0,Known Pattern A,Blocked,Segment B,1,3,10,1,10,Opera,Windows,1,DDoS
TCP,1376,1,FTP,0,3,0,Known Pattern A,Logged,Segment B,1,7,24,6,6,Mozilla,Linux,1,DDoS
ICMP,826,1,DNS,0,67,0,Known Pattern A,Blocked,Segment C,1,15,17,6,7,Mozilla,Linux,0,DDoS
ICMP,880,1,HTTP,0,67,0,Known Pattern B,Logged,Segment C,1,17,4,3,11,Mozilla,Macintosh,1,DDoS
TCP,1226,1,FTP,0,86,0,Known Pattern B,Logged,Segment B,1,17,8,2,6,Mozilla,iPod,0,DDoS
TCP,904,1,FTP,1,40,0,Known Pattern B,Blocked,Segment C,1,11,20,4,7,Mozilla,iPod,0,DDoS
TCP,476,1,FTP,0,49,0,Known Pattern A,Ignored,Segment A,1,14,24,3,8,Mozilla,Windows,0,DDoS
ICMP,345,1,DNS,0,51,0,Known Pattern A,Ignored,Segment B,1,8,15,1,6,Mozilla,Windows,0,DDoS
UDP,274,1,DNS,0,45,1,Known Pattern B,Blocked,Segment B,1,14,21,3,8,Mozilla,Windows,0,DDoS
ICMP,842,1,FTP,1,19,0,Known Pattern A,Blocked,Segment A,1,3,15,1,6,Mozilla,Windows,1,DDoS
UDP,695,1,HTTP,0,31,0,Known Pattern A,Ignored,Segment B,1,15,5,1,7,Opera,Windows,1,DDoS
ICMP,838,1,HTTP,0,22,0,Known Pattern A,Ignored,Segment C,1,12,21,2,7,Mozilla,Macintosh,0,DDoS
TCP,610,1,DNS,0,42,0,Known Pattern B,Ignored,Segment A,1,13,15,6,6,Mozilla,Windows,1,DDoS
TCP,1187,1,DNS,0,21,0,Known Pattern A,Logged,Segment B,1,11,11,3,9,Mozilla,Linux,1,DDoS
UDP,1325,1,FTP,0,64,1,Known Pattern B,Logged,Segment B,1,13,13,0,5,Mozilla,Windows,2,DDoS
ICMP,396,1,DNS,0,36,0,Known Pattern A,Ignored,Segment B,1,16,12,5,8,Mozilla,Windows,1,DDoS
TCP,756,1,HTTP,0,34,0,Known Pattern B,Ignored,Segment A,1,17,14,1,2,Mozilla,Linux,0,DDoS
TCP,1426,1,DNS,0,47,1,Known Pattern B,Logged,Segment C,1,3,15,1,6,Mozilla,Macintosh,0,DDoS
TCP,1453,1,FTP,1,79,0,Known Pattern B,Ignored,Segment C,1,6,23,2,2,Mozilla,Macintosh,1,DDoS
UDP,237,1,FTP,0,73,0,Known Pattern A,Blocked,Segment B,1,3,18,4,3,Mozilla,Macintosh,2,DDoS
UDP,994,1,DNS,1,86,0,Known Pattern A,Ignored,Segment C,1,14,16,3,1,Mozilla,iPhone,0,DDoS
UDP,1328,1,FTP,1,75,1,Known Pattern A,Blocked,Segment C,1,13,16,2,4,Mozilla,Windows,0,DDoS
UDP,722,1,HTTP,0,30,0,Known Pattern B,Blocked,Segment A,1,11,21,2,11,Mozilla,Windows,1,DDoS
TCP,1349,1,DNS,0,30,0,Known Pattern A,Blocked,Segment B,1,4,27,4,4,Mozilla,Linux,1,DDoS
TCP,1255,1,DNS,0,14,0,Known Pattern B,Logged,Segment A,1,1,21,3,6,Mozilla,Linux,1,DDoS
ICMP,111,1,FTP,0,22,0,Known Pattern A,Blocked,Segment B,1,12,7,6,2,Mozilla,Linux,1,DDoS
TCP,1345,1,DNS,1,16,0,Known Pattern A,Logged,Segment A,1,19,15,0,8,Mozilla,Linux,2,DDoS
ICMP,880,1,DNS,0,68,0,Known Pattern B,Logged,Segment C,1,18,6,3,11,Mozilla,Windows,1,DDoS
TCP,659,1,DNS,0,11,1,Known Pattern B,Ignored,Segment B,1,6,27,3,3,Opera,Windows,1,DDoS
TCP,1004,1,DNS,0,35,0,Known Pattern B,Ignored,Segment C,1,15,25,0,9,Mozilla,Windows,1,DDoS
TCP,1003,1,FTP,0,26,0,Known Pattern B,Logged,Segment A,1,7,22,1,10,Mozilla,Windows,1,DDoS
ICMP,873,1,HTTP,1,3,0,Known Pattern A,Blocked,Segment C,1,11,9,0,7,Mozilla,Windows,0,DDoS
TCP,1344,1,HTTP,1,80,1,Known Pattern A,Ignored,Segment A,1,13,25,2,3,Mozilla,Windows,0,DDoS
ICMP,472,1,FTP,0,8,0,Known Pattern B,Ignored,Segment A,1,9,21,3,3,Mozilla,Windows,1,DDoS
TCP,963,1,FTP,0,19,1,Known Pattern B,Blocked,Segment C,1,5,19,1,9,Mozilla,Macintosh,1,DDoS
TCP,638,1,DNS,0,38,0,Known Pattern B,Blocked,Segment A,1,14,18,3,3,Mozilla,Windows,1,DDoS
TCP,1398,1,DNS,0,8,0,Known Pattern B,Blocked,Segment C,1,9,13,4,8,Mozilla,Windows,0,DDoS
TCP,1281,1,HTTP,0,19,0,Known Pattern A,Ignored,Segment B,1,10,11,0,7,Mozilla,Linux,0,DDoS
ICMP,165,1,DNS,0,44,1,Known Pattern A,Ignored,Segment C,1,14,14,4,2,Mozilla,Windows,1,DDoS
ICMP,328,1,DNS,0,60,0,Known Pattern A,Blocked,Segment B,1,5,21,3,5,Mozilla,Windows,1,DDoS
UDP,275,1,FTP,0,40,1,Known Pattern A,Blocked,Segment B,1,6,15,3,9,Mozilla,Windows,1,DDoS
UDP,1163,1,DNS,0,93,0,Known Pattern B,Logged,Segment C,1,15,15,1,5,Mozilla,iPod,1,DDoS
TCP,657,1,DNS,0,33,0,Known Pattern B,Ignored,Segment B,1,8,15,0,6,Opera,Windows,0,DDoS
ICMP,847,1,FTP,0,35,0,Known Pattern A,Logged,Segment B,1,4,25,3,3,Mozilla,Linux,0,DDoS
ICMP,358,1,DNS,0,60,0,Known Pattern A,Logged,Segment B,1,12,23,2,4,Mozilla,Windows,0,DDoS
ICMP,167,1,FTP,0,34,0,Known Pattern B,Ignored,Segment C,1,15,12,3,7,Mozilla,Windows,1,DDoS
UDP,258,1,DNS,1,31,0,Known Pattern A,Blocked,Segment B,1,4,22,2,2,Mozilla,Linux,0,DDoS
UDP,727,1,HTTP,0,56,1,Known Pattern B,Ignored,Segment B,1,18,7,0,7,Mozilla,Linux,0,DDoS
ICMP,1435,1,DNS,0,62,0,Known Pattern B,Logged,Segment B,1,14,26,3,4,Mozilla,Macintosh,1,DDoS
UDP,731,1,DNS,0,70,0,Known Pattern B,Blocked,Segment B,1,15,7,2,4,Mozilla,Linux,0,DDoS
ICMP,840,1,HTTP,1,8,0,Known Pattern A,Logged,Segment A,1,3,8,0,10,Mozilla,Windows,1,DDoS
ICMP,472,1,DNS,0,25,0,Known Pattern B,Logged,Segment A,1,7,27,4,7,Mozilla,Windows,1,DDoS
TCP,1080,1,DNS,0,18,0,Known Pattern B,Ignored,Segment C,1,13,8,5,5,Mozilla,Windows,2,DDoS
TCP,1240,1,DNS,0,75,0,Known Pattern B,Logged,Segment B,1,18,6,3,7,Mozilla,iPod,0,DDoS
TCP,1322,1,FTP,0,64,1,Known Pattern A,Blocked,Segment B,1,9,28,1,3,Mozilla,Linux,0,DDoS
UDP,1496,1,DNS,0,44,0,Known Pattern B,Ignored,Segment B,1,11,21,4,3,Mozilla,Linux,1,DDoS
TCP,1398,1,DNS,0,7,0,Known Pattern B,Blocked,Segment C,1,9,15,4,7,Mozilla,Windows,0,DDoS
TCP,1228,1,DNS,1,66,1,Known Pattern B,Logged,Segment B,1,15,5,4,9,Mozilla,iPod,0,DDoS
TCP,1229,1,DNS,0,66,0,Known Pattern B,Blocked,Segment B,1,13,4,4,9,Mozilla,Windows,0,DDoS
ICMP,862,1,FTP,0,43,0,Known Pattern A,Logged,Segment B,1,16,25,0,10,Mozilla,Linux,1,DDoS
ICMP,1447,1,DNS,0,31,1,Known Pattern B,Ignored,Segment C,1,3,7,1,2,Mozilla,Windows,1,DDoS
UDP,266,1,FTP,0,64,1,Known Pattern A,Blocked,Segment B,1,7,13,4,7,Mozilla,Macintosh,2,DDoS
UDP,287,1,DNS,0,57,1,Known Pattern A,Logged,Segment B,1,5,19,2,9,Mozilla,Linux,0,DDoS
TCP,928,1,FTP,1,35,0,Known Pattern B,Blocked,Segment C,1,9,26,3,7,Mozilla,iPod,0,DDoS
UDP,286,1,DNS,0,55,1,Known Pattern B,Blocked,Segment B,1,9,20,2,8,Mozilla,Linux,0,DDoS
ICMP,856,1,HTTP,0,26,0,Known Pattern A,Blocked,Segment C,1,14,27,1,4,Mozilla,Macintosh,0,DDoS
UDP,246,1,FTP,0,79,0,Known Pattern A,Blocked,Segment C,1,16,8,1,6,Mozilla,Macintosh,0,DDoS
ICMP,499,1,DNS,0,36,0,Known Pattern B,Logged,Segment A,1,11,21,4,9,Mozilla,Windows,0,DDoS
TCP,1336,1,FTP,1,4,0,Known Pattern A,Logged,Segment B,1,21,19,0,8,Mozilla,Linux,2,DDoS
ICMP,159,1,DNS,0,64,0,Known Pattern A,Ignored,Segment C,1,3,21,2,1,Mozilla,Windows,1,DDoS
TCP,726,1,HTTP,0,22,0,Known Pattern A,Blocked,Segment A,1,15,15,4,4,Mozilla,Windows,1,DDoS
ICMP,148,1,FTP,1,81,0,Known Pattern A,Ignored,Segment C,1,16,28,4,7,Mozilla,Windows,2,DDoS
TCP,926,1,HTTP,0,41,0,Known Pattern B,Logged,Segment C,1,16,21,3,3,Mozilla,Linux,0,DDoS
TCP,1428,1,FTP,0,71,0,Known Pattern B,Logged,Segment A,1,4,11,3,4,Mozilla,Linux,2,DDoS
UDP,1146,1,DNS,0,86,0,Known Pattern B,Logged,Segment A,1,21,14,0,7,Mozilla,iPod,1,DDoS
TCP,1023,1,FTP,0,75,0,Known Pattern B,Logged,Segment C,1,18,8,1,3,Mozilla,Linux,0,DDoS
ICMP,138,1,HTTP,1,81,0,Known Pattern B,Blocked,Segment A,1,16,29,4,9,Mozilla,Linux,1,DDoS
ICMP,524,1,DNS,0,87,0,Known Pattern B,Logged,Segment C,1,8,17,2,1,Mozilla,Linux,1,DDoS
TCP,1285,1,HTTP,0,18,0,Known Pattern A,Ignored,Segment B,1,11,8,0,8,Mozilla,Linux,0,DDoS
TCP,1336,1,HTTP,1,4,0,Known Pattern A,Logged,Segment B,1,21,19,0,8,Mozilla,Linux,2,DDoS
TCP,825,1,DNS,0,85,0,Known Pattern A,Blocked,Segment A,1,18,17,2,4,Mozilla,Windows,1,DDoS
UDP,725,1,HTTP,0,29,0,Known Pattern B,Blocked,Segment A,1,15,2,2,10,Mozilla,Windows,1,DDoS
TCP,1072,1,DNS,1,87,1,Known Pattern A,Logged,Segment C,1,15,12,3,7,Mozilla,Linux,1,DDoS
UDP,747,1,HTTP,0,41,0,Known Pattern B,Blocked,Segment A,1,13,17,0,7,Mozilla,Windows,1,DDoS
ICMP,1195,1,DNS,1,23,0,Known Pattern A,Blocked,Segment A,1,15,15,5,5,Mozilla,Linux,2,DDoS
UDP,684,1,FTP,0,59,0,Known Pattern A,Ignored,Segment B,1,13,11,2,3,Opera,Windows,1,DDoS
TCP,1207,1,FTP,0,92,0,Known Pattern B,Logged,Segment B,1,13,14,4,3,Mozilla,iPod,0,DDoS
ICMP,841,1,HTTP,1,13,0,Known Pattern A,Logged,Segment C,1,3,12,0,8,Mozilla,Windows,1,DDoS
TCP,166,1,HTTP,0,55,1,Known Pattern B,Ignored,Segment C,1,10,19,3,1,Mozilla,Windows,0,DDoS
TCP,925,1,HTTP,0,54,1,Known Pattern B,Logged,Segment C,1,14,17,2,2,Mozilla,Linux,0,DDoS
TCP,474,1,DNS,0,6,0,Known Pattern A,Ignored,Segment C,1,8,21,4,4,Mozilla,Macintosh,1,DDoS
TCP,740,1,FTP,0,94,0,Known Pattern B,Blocked,Segment A,1,5,7,1,7,Mozilla,Linux,0,DDoS
UDP,678,1,DNS,0,34,0,Known Pattern A,Ignored,Segment B,1,4,10,3,6,Mozilla,Windows,0,DDoS
TCP,674,1,DNS,0,35,0,Known Pattern B,Blocked,Segment C,1,7,3,2,8,Opera,Windows,0,DDoS
ICMP,932,1,DNS,1,65,1,Known Pattern A,Ignored,Segment B,1,6,13,0,2,Mozilla,Linux,0,DDoS
ICMP,172,1,DNS,0,47,1,Known Pattern A,Ignored,Segment C,1,16,11,5,6,Mozilla,Windows,1,DDoS
TCP,405,1,HTTP,0,27,0,Known Pattern B,Blocked,Segment A,1,16,12,5,8,Mozilla,Macintosh,2,DDoS
TCP,1190,1,DNS,0,31,1,Known Pattern A,Logged,Segment B,1,18,11,2,5,Mozilla,iPod,1,DDoS
TCP,742,1,FTP,0,94,0,Known Pattern B,Blocked,Segment A,1,16,16,4,9,Mozilla,Linux,1,DDoS
TCP,658,1,DNS,0,17,1,Known Pattern B,Ignored,Segment B,1,6,27,2,3,Opera,Windows,1,DDoS
ICMP,357,1,DNS,0,24,1,Known Pattern B,Ignored,Segment A,1,21,16,2,9,Mozilla,Windows,0,DDoS
UDP,939,1,DNS,0,67,1,Known Pattern A,Ignored,Segment C,1,16,7,3,9,Mozilla,iPod,0,DDoS
ICMP,121,1,FTP,1,62,0,Known Pattern A,Ignored,Segment C,1,14,9,5,2,Mozilla,Linux,0,DDoS
TCP,741,1,FTP,0,89,1,Known Pattern B,Blocked,Segment B,1,17,15,4,9,Mozilla,Linux,1,DDoS
TCP,1069,1,DNS,0,20,1,Known Pattern B,Ignored,Segment C,1,16,21,4,3,Mozilla,Windows,2,DDoS
TCP,1194,1,DNS,0,29,1,Known Pattern A,Blocked,Segment B,1,18,13,3,4,Mozilla,iPod,1,DDoS
UDP,1302,1,HTTP,1,75,1,Known Pattern A,Blocked,Segment B,1,10,5,2,6,Mozilla,Macintosh,1,DDoS
ICMP,683,1,HTTP,0,67,0,Known Pattern B,Logged,Segment B,1,17,14,1,3,Opera,Windows,0,DDoS
TCP,1436,1,FTP,0,81,0,Known Pattern B,Logged,Segment C,1,2,21,2,4,Mozilla,Macintosh,2,DDoS
UDP,1323,1,HTTP,0,59,1,Known Pattern B,Blocked,Segment B,1,10,23,0,4,Mozilla,Windows,1,DDoS
