protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_signature,action_taken,network_segment,log_source,hour,day,week_day,month,browser,device_os,severity_encoded,target
ICMP,1482,1,FTP,1,31,1,Known Pattern A,Blocked,Segment B,1,1,14,2,10,Mozilla,Macintosh,1,Intrusion
UDP,1197,1,DNS,1,17,0,Known Pattern B,Logged,Segment A,1,15,2,2,8,Mozilla,Macintosh,0,Intrusion
UDP,455,1,DNS,1,3,0,Known Pattern A,Logged,Segment B,1,19,20,3,5,Mozilla,Linux,1,Intrusion
UDP,1278,1,HTTP,0,50,1,Known Pattern A,Ignored,Segment A,1,10,17,3,11,Opera,Linux,0,Intrusion
ICMP,446,1,HTTP,0,69,1,Known Pattern A,Blocked,Segment B,1,20,3,3,9,Mozilla,Macintosh,1,Intrusion
TCP,1387,1,HTTP,1,79,0,Known Pattern A,Ignored,Segment A,1,7,14,6,2,Mozilla,Windows,2,Intrusion
ICMP,251,1,DNS,1,66,1,Known Pattern A,Blocked,Segment A,1,9,22,1,6,Mozilla,Windows,1,Intrusion
TCP,753,1,DNS,1,74,1,Known Pattern A,Ignored,Segment B,1,1,18,3,11,Mozilla,Windows,0,Intrusion
TCP,1029,1,FTP,1,66,1,Known Pattern B,Blocked,Segment B,1,21,18,3,5,Mozilla,Windows,0,Intrusion
UDP,935,1,HTTP,0,62,1,Known Pattern B,Blocked,Segment C,1,10,26,0,7,Mozilla,iPod,1,Intrusion
TCP,1383,1,FTP,0,63,0,Known Pattern B,Logged,Segment C,1,6,29,6,1,Mozilla,Android,2,Intrusion
UDP,563,1,HTTP,0,37,0,Known Pattern A,Logged,Segment C,1,3,22,4,10,Opera,Linux,0,Intrusion
ICMP,474,1,FTP,0,17,1,Known Pattern B,Ignored,Segment C,1,7,21,5,1,Mozilla,Macintosh,0,Intrusion
TCP,1377,1,HTTP,0,1,0,Known Pattern A,Blocked,Segment A,1,8,27,6,8,Mozilla,Android,1,Intrusion
TCP,399,1,DNS,1,17,1,Known Pattern B,Ignored,Segment B,1,23,8,0,8,Mozilla,Linux,1,Intrusion
ICMP,325,1,FTP,1,61,0,Known Pattern B,Blocked,Segment C,1,3,3,3,9,Mozilla,Linux,0,Intrusion
TCP,282,1,DNS,0,66,0,Known Pattern A,Logged,Segment A,1,0,10,6,10,Opera,Linux,2,Intrusion
ICMP,1202,1,DNS,1,70,0,Known Pattern B,Ignored,Segment C,1,3,13,3,10,Mozilla,Linux,1,Intrusion
UDP,526,1,DNS,1,60,1,Known Pattern A,Ignored,Segment A,1,22,3,6,10,Opera,Windows,1,Intrusion
UDP,670,1,DNS,0,83,0,Known Pattern A,Blocked,Segment A,1,1,16,6,5,Mozilla,Windows,2,Intrusion
TCP,1284,1,DNS,0,7,1,Known Pattern B,Blocked,Segment B,1,3,24,2,8,Opera,Windows,0,Intrusion
TCP,1334,1,DNS,0,98,0,Known Pattern B,Logged,Segment B,1,21,18,4,9,Mozilla,Windows,1,Intrusion
UDP,1327,1,DNS,1,79,0,Known Pattern B,Blocked,Segment C,1,9,19,4,5,Opera,Windows,0,Intrusion
TCP,1178,1,HTTP,0,46,1,Known Pattern B,Blocked,Segment A,1,3,24,1,1,Mozilla,Windows,0,Intrusion
UDP,1026,1,FTP,0,53,1,Known Pattern B,Blocked,Segment B,1,5,18,3,11,Mozilla,Windows,1,Intrusion
ICMP,460,1,DNS,0,1,1,Known Pattern A,Ignored,Segment C,1,8,10,3,11,Mozilla,Macintosh,0,Intrusion
ICMP,1304,1,FTP,1,23,0,Known Pattern A,Logged,Segment C,1,17,8,5,2,Opera,Linux,2,Intrusion
TCP,323,1,DNS,1,86,1,Known Pattern A,Ignored,Segment C,1,13,22,1,3,Mozilla,Macintosh,0,Intrusion
UDP,822,1,HTTP,1,87,0,Known Pattern A,Ignored,Segment C,1,6,19,2,4,Mozilla,Macintosh,0,Intrusion
UDP,1144,1,FTP,1,3,0,Known Pattern A,Ignored,Segment A,1,4,19,5,3,Mozilla,Windows,0,Intrusion
TCP,546,1,DNS,1,9,1,Known Pattern B,Ignored,Segment C,1,16,20,1,9,Opera,Linux,0,Intrusion
UDP,1465,1,FTP,1,48,1,Known Pattern A,Logged,Segment B,1,18,16,3,2,Mozilla,iPhone,0,Intrusion
ICMP,1399,1,FTP,1,83,1,Known Pattern A,Ignored,Segment B,1,22,23,6,4,Mozilla,Macintosh,0,Intrusion
TCP,739,1,DNS,1,85,1,Known Pattern B,Blocked,Segment C,1,14,16,2,6,Mozilla,iPod,0,Intrusion
UDP,68,1,HTTP,1,78,0,Known Pattern B,Logged,Segment C,1,21,22,6,8,Mozilla,iPad,2,Intrusion
ICMP,670,1,HTTP,0,10,0,Known Pattern A,Logged,Segment C,1,0,19,3,5,Mozilla,Windows,2,Intrusion
ICMP,1454,1,HTTP,1,47,1,Known Pattern A,Blocked,Segment B,1,4,17,2,11,Mozilla,Macintosh,0,Intrusion
UDP,466,1,DNS,0,93,1,Known Pattern A,Logged,Segment B,1,12,21,5,1,Mozilla,Linux,2,Intrusion
UDP,1311,1,FTP,0,87,1,Known Pattern B,Ignored,Segment C,1,11,22,6,1,Mozilla,Macintosh,2,Intrusion
UDP,347,1,HTTP,0,83,0,Known Pattern B,Blocked,Segment C,1,2,18,1,1,Mozilla,Windows,0,Intrusion
ICMP,620,1,DNS,1,35,1,Known Pattern B,Blocked,Segment A,1,13,14,4,7,Mozilla,Windows,2,Intrusion
UDP,128,1,HTTP,1,69,1,Known Pattern B,Logged,Segment C,1,14,12,6,9,Mozilla,iPad,0,Intrusion
TCP,162,1,DNS,1,64,0,Known Pattern B,Logged,Segment A,1,22,14,6,11,Mozilla,Macintosh,0,Intrusion
ICMP,833,1,DNS,1,17,1,Known Pattern A,Logged,Segment B,1,0,16,6,1,Opera,Linux,2,Intrusion
TCP,1480,1,HTTP,1,13,1,Known Pattern B,Logged,Segment C,1,19,12,4,6,Opera,Linux,1,Intrusion
TCP,135,1,FTP,1,70,0,Known Pattern A,Ignored,Segment A,1,15,14,0,3,Mozilla,Windows,1,Intrusion
TCP,673,1,HTTP,0,25,0,Known Pattern B,Blocked,Segment B,1,22,26,0,4,Opera,Linux,0,Intrusion
TCP,1473,1,DNS,1,37,1,Known Pattern A,Blocked,Segment A,1,11,25,2,5,Opera,Linux,2,Intrusion
TCP,71,1,FTP,0,14,0,Known Pattern B,Logged,Segment B,1,11,13,0,4,Mozilla,Windows,1,Intrusion
ICMP,725,1,HTTP,0,95,1,Known Pattern B,Logged,Segment B,1,6,10,5,6,Opera,Windows,1,Intrusion
UDP,709,1,HTTP,1,99,0,Known Pattern B,Ignored,Segment C,1,18,23,3,12,Mozilla,Windows,2,Intrusion
TCP,1083,1,FTP,1,55,1,Known Pattern B,Logged,Segment A,1,0,9,2,6,Mozilla,Windows,0,Intrusion
ICMP,514,1,DNS,1,38,1,Known Pattern B,Logged,Segment B,1,10,13,6,2,Mozilla,Windows,0,Intrusion
UDP,298,1,DNS,0,40,1,Known Pattern A,Blocked,Segment B,1,14,13,6,12,Opera,Linux,2,Intrusion
ICMP,937,1,FTP,1,83,1,Known Pattern A,Blocked,Segment A,1,5,21,4,2,Mozilla,Windows,1,Intrusion
TCP,167,1,HTTP,1,95,0,Known Pattern B,Logged,Segment A,1,7,14,4,5,Mozilla,Windows,0,Intrusion
UDP,1283,1,DNS,1,42,1,Known Pattern A,Blocked,Segment B,1,8,26,1,9,Mozilla,iPhone,0,Intrusion
TCP,1231,1,DNS,0,24,0,Known Pattern B,Ignored,Segment A,1,16,20,3,5,Opera,Windows,1,Intrusion
ICMP,1222,1,FTP,0,28,0,Known Pattern B,Ignored,Segment A,1,21,5,0,4,Mozilla,Windows,1,Intrusion
TCP,1090,1,FTP,0,83,1,Known Pattern B,Logged,Segment C,1,10,7,1,2,Mozilla,Windows,1,Intrusion
ICMP,944,1,HTTP,0,42,1,Known Pattern A,Logged,Segment A,1,2,11,4,3,Mozilla,iPad,2,Intrusion
UDP,954,1,DNS,1,32,0,Known Pattern B,Ignored,Segment A,1,3,14,1,12,Opera,Linux,2,Intrusion
ICMP,1262,1,HTTP,0,29,1,Known Pattern B,Logged,Segment A,1,13,28,3,10,Mozilla,Macintosh,1,Intrusion
ICMP,914,1,DNS,1,86,1,Known Pattern A,Ignored,Segment A,1,20,11,1,1,Opera,Windows,0,Intrusion
TCP,339,1,DNS,1,26,1,Known Pattern A,Blocked,Segment B,1,7,5,0,9,Mozilla,iPod,0,Intrusion
TCP,1019,1,FTP,1,71,0,Known Pattern A,Blocked,Segment A,1,9,7,6,11,Mozilla,Windows,2,Intrusion
UDP,358,1,DNS,1,75,1,Known Pattern A,Blocked,Segment A,1,15,13,0,4,Mozilla,Macintosh,2,Intrusion
TCP,1096,1,HTTP,1,23,1,Known Pattern A,Ignored,Segment C,1,16,3,5,7,Mozilla,iPad,0,Intrusion
UDP,1076,1,FTP,1,75,1,Known Pattern B,Ignored,Segment C,1,9,4,3,8,Opera,Windows,1,Intrusion
UDP,172,1,FTP,1,62,0,Known Pattern A,Blocked,Segment B,1,3,30,4,9,Mozilla,iPod,1,Intrusion
UDP,846,1,FTP,0,15,1,Known Pattern B,Logged,Segment A,1,7,12,2,5,Mozilla,Windows,0,Intrusion
UDP,571,1,FTP,0,75,1,Known Pattern B,Ignored,Segment C,1,17,27,6,8,Opera,Windows,1,Intrusion
ICMP,186,1,FTP,0,99,1,Known Pattern A,Ignored,Segment B,1,22,30,3,4,Mozilla,Windows,0,Intrusion
UDP,634,1,FTP,0,2,1,Known Pattern B,Ignored,Segment B,1,6,28,4,2,Mozilla,Windows,1,Intrusion
TCP,632,1,FTP,1,49,1,Known Pattern A,Blocked,Segment A,1,7,9,4,6,Mozilla,Macintosh,2,Intrusion
TCP,200,1,DNS,0,12,0,Known Pattern A,Blocked,Segment B,1,22,6,6,12,Mozilla,Windows,0,Intrusion
ICMP,1443,1,FTP,1,37,1,Known Pattern A,Blocked,Segment A,1,21,25,5,7,Mozilla,Windows,1,Intrusion
UDP,286,1,FTP,1,97,1,Known Pattern A,Ignored,Segment A,1,23,24,0,4,Mozilla,Linux,2,Intrusion
UDP,1317,1,HTTP,0,38,1,Known Pattern B,Logged,Segment B,1,16,9,2,9,Opera,Windows,2,Intrusion
UDP,1347,1,DNS,0,62,0,Known Pattern A,Blocked,Segment B,1,6,28,2,12,Mozilla,iPhone,1,Intrusion
TCP,371,1,DNS,0,46,1,Known Pattern B,Logged,Segment B,1,7,18,1,10,Mozilla,Macintosh,1,Intrusion
ICMP,414,1,HTTP,0,5,0,Known Pattern A,Blocked,Segment C,1,14,19,5,6,Mozilla,Windows,2,Intrusion
TCP,1415,1,FTP,0,15,1,Known Pattern B,Ignored,Segment A,1,23,10,4,1,Mozilla,Linux,0,Intrusion
ICMP,691,1,FTP,1,71,1,Known Pattern B,Blocked,Segment C,1,9,4,6,9,Mozilla,Windows,2,Intrusion
ICMP,1194,1,FTP,1,18,1,Known Pattern A,Blocked,Segment C,1,21,8,2,1,Opera,Windows,2,Intrusion
ICMP,1493,1,FTP,1,19,0,Known Pattern B,Blocked,Segment A,1,12,20,0,1,Mozilla,iPad,1,Intrusion
ICMP,317,1,HTTP,0,9,0,Known Pattern B,Blocked,Segment C,1,15,18,6,10,Mozilla,Windows,1,Intrusion
UDP,597,1,DNS,0,33,0,Known Pattern B,Blocked,Segment A,1,18,16,1,6,Mozilla,Windows,1,Intrusion
UDP,850,1,HTTP,1,47,0,Known Pattern B,Ignored,Segment B,1,3,1,2,1,Mozilla,Windows,2,Intrusion
ICMP,356,1,HTTP,0,40,1,Known Pattern B,Logged,Segment A,1,10,2,6,8,Mozilla,Windows,0,Intrusion
UDP,522,1,FTP,1,22,0,Known Pattern B,Logged,Segment A,1,4,28,1,12,Mozilla,Windows,1,Intrusion
ICMP,614,1,DNS,0,79,0,Known Pattern B,Blocked,Segment A,1,6,13,5,3,Mozilla,Macintosh,2,Intrusion
ICMP,858,1,FTP,0,1,0,Known Pattern A,Ignored,Segment A,1,9,21,0,11,Mozilla,iPod,0,Intrusion
UDP,640,1,HTTP,0,86,1,Known Pattern A,Ignored,Segment B,1,14,24,4,3,Mozilla,Macintosh,1,Intrusion
TCP,1485,1,FTP,1,60,1,Known Pattern A,Ignored,Segment C,1,19,2,0,10,Mozilla,Windows,1,Intrusion
TCP,924,1,HTTP,0,59,1,Known Pattern B,Ignored,Segment B,1,16,5,1,7,Mozilla,Linux,0,Intrusion
ICMP,1340,1,DNS,0,58,0,Known Pattern B,Ignored,Segment A,1,21,1,4,9,Mozilla,Windows,2,Intrusion
TCP,1070,1,HTTP,1,72,0,Known Pattern A,Logged,Segment B,1,10,26,4,6,Mozilla,Windows,0,Intrusion
UDP,526,1,DNS,1,30,0,Known Pattern B,Ignored,Segment B,1,12,8,0,11,Opera,Linux,2,Intrusion
ICMP,1101,1,DNS,1,78,0,Known Pattern B,Ignored,Segment C,1,2,9,5,10,Mozilla,Macintosh,2,Intrusion
ICMP,136,1,DNS,0,88,0,Known Pattern B,Logged,Segment C,1,1,16,2,2,Opera,Linux,0,Intrusion
TCP,1497,1,HTTP,1,88,1,Known Pattern B,Logged,Segment B,1,22,22,0,8,Mozilla,Macintosh,1,Intrusion
TCP,961,1,DNS,1,35,1,Known Pattern B,Logged,Segment B,1,2,26,5,9,Mozilla,Android,0,Intrusion
UDP,672,1,HTTP,1,33,0,Known Pattern A,Blocked,Segment C,1,11,26,3,8,Mozilla,Windows,1,Intrusion
ICMP,963,1,HTTP,0,82,0,Known Pattern B,Ignored,Segment A,1,23,22,2,9,Mozilla,Macintosh,1,Intrusion
TCP,904,1,HTTP,1,78,0,Known Pattern A,Blocked,Segment B,1,0,24,5,4,Opera,Linux,0,Intrusion
ICMP,1402,1,FTP,0,52,0,Known Pattern A,Blocked,Segment A,1,9,5,4,3,Mozilla,Windows,2,Intrusion
UDP,1319,1,DNS,0,16,0,Known Pattern B,Blocked,Segment B,1,14,14,3,9,Mozilla,iPad,2,Intrusion
ICMP,315,1,FTP,0,3,0,Known Pattern A,Blocked,Segment A,1,14,28,0,6,Mozilla,Linux,0,Intrusion
TCP,1263,1,FTP,0,43,1,Known Pattern B,Ignored,Segment A,1,22,25,3,5,Opera,Windows,2,Intrusion
UDP,483,1,FTP,1,96,1,Known Pattern A,Logged,Segment C,1,9,25,4,3,Mozilla,Linux,0,Intrusion
TCP,907,1,DNS,0,44,1,Known Pattern B,Blocked,Segment C,1,6,16,4,4,Mozilla,Windows,0,Intrusion
UDP,705,1,FTP,0,20,0,Known Pattern A,Blocked,Segment C,1,0,6,4,10,Mozilla,Linux,2,Intrusion
ICMP,961,1,HTTP,0,7,0,Known Pattern B,Ignored,Segment A,1,22,5,2,7,Mozilla,Macintosh,0,Intrusion
TCP,116,1,FTP,1,29,1,Known Pattern A,Ignored,Segment C,1,9,19,5,6,Mozilla,Linux,1,Intrusion
ICMP,880,1,DNS,0,31,0,Known Pattern B,Blocked,Segment B,1,1,7,2,9,Opera,Linux,0,Intrusion
ICMP,171,1,DNS,0,65,1,Known Pattern B,Ignored,Segment C,1,10,12,2,2,Mozilla,Macintosh,0,Intrusion
ICMP,377,1,DNS,1,61,0,Known Pattern B,Ignored,Segment C,1,10,17,2,5,Mozilla,Macintosh,1,Intrusion
ICMP,1086,1,DNS,1,29,0,Known Pattern A,Blocked,Segment A,1,16,13,6,12,Mozilla,Windows,1,Intrusion
UDP,503,1,DNS,1,28,1,Known Pattern B,Ignored,Segment B,1,5,27,2,10,Mozilla,Macintosh,2,Intrusion
ICMP,694,1,FTP,0,42,0,Known Pattern A,Blocked,Segment A,1,12,6,2,10,Opera,Linux,1,Intrusion
TCP,1078,1,DNS,0,26,0,Known Pattern A,Logged,Segment B,1,3,1,6,1,Mozilla,Windows,0,Intrusion
UDP,847,1,FTP,1,47,0,Known Pattern A,Blocked,Segment B,1,22,29,5,7,Mozilla,Macintosh,1,Intrusion
TCP,152,1,HTTP,0,88,1,Known Pattern B,Logged,Segment C,1,0,22,3,6,Mozilla,Windows,1,Intrusion
ICMP,209,1,FTP,0,87,0,Known Pattern A,Blocked,Segment B,1,21,20,0,1,Mozilla,Macintosh,2,Intrusion
TCP,188,1,FTP,0,50,0,Known Pattern B,Blocked,Segment A,1,15,19,1,10,Opera,Windows,1,Intrusion
UDP,1015,1,DNS,1,13,0,Known Pattern A,Ignored,Segment B,1,19,25,3,8,Mozilla,Windows,1,Intrusion
TCP,1118,1,DNS,1,26,0,Known Pattern B,Logged,Segment C,1,20,4,5,12,Mozilla,Windows,1,Intrusion
UDP,666,1,HTTP,1,58,1,Known Pattern B,Ignored,Segment C,1,3,29,3,7,Opera,Windows,0,Intrusion
UDP,164,1,FTP,0,18,1,Known Pattern A,Blocked,Segment B,1,18,15,4,1,Mozilla,Windows,2,Intrusion
ICMP,574,1,DNS,0,34,1,Known Pattern B,Logged,Segment A,1,3,8,6,11,Opera,Linux,1,Intrusion
UDP,155,1,HTTP,1,10,0,Known Pattern B,Logged,Segment C,1,11,6,3,7,Mozilla,iPod,2,Intrusion
UDP,1353,1,DNS,0,98,0,Known Pattern B,Blocked,Segment B,1,7,15,1,3,Mozilla,Windows,0,Intrusion
ICMP,167,1,DNS,0,38,1,Known Pattern A,Blocked,Segment B,1,14,5,4,5,Mozilla,Linux,0,Intrusion
TCP,1446,1,HTTP,0,2,1,Known Pattern B,Blocked,Segment B,1,15,4,6,6,Mozilla,Macintosh,0,Intrusion
ICMP,155,1,DNS,0,7,1,Known Pattern B,Ignored,Segment C,1,13,21,0,9,Mozilla,Windows,0,Intrusion
ICMP,972,1,DNS,1,66,0,Known Pattern B,Logged,Segment B,1,10,31,6,10,Opera,Windows,0,Intrusion
TCP,1199,1,DNS,1,99,0,Known Pattern B,Ignored,Segment C,1,7,30,0,5,Mozilla,iPod,2,Intrusion
ICMP,921,1,HTTP,0,3,1,Known Pattern B,Ignored,Segment A,1,7,13,0,9,Mozilla,iPod,2,Intrusion
TCP,480,1,FTP,0,46,1,Known Pattern B,Blocked,Segment A,1,21,3,1,10,Mozilla,Windows,0,Intrusion
UDP,64,1,DNS,1,21,0,Known Pattern B,Logged,Segment B,1,5,6,4,11,Opera,Linux,2,Intrusion
ICMP,860,1,DNS,0,93,1,Known Pattern A,Logged,Segment A,1,18,27,3,1,Mozilla,iPod,1,Intrusion
UDP,1152,1,FTP,0,98,0,Known Pattern B,Blocked,Segment C,1,1,24,4,12,Opera,Linux,0,Intrusion
ICMP,1481,1,DNS,1,94,0,Known Pattern B,Logged,Segment B,1,4,1,4,5,Opera,Linux,2,Intrusion
UDP,206,1,HTTP,0,30,1,Known Pattern B,Ignored,Segment A,1,3,12,1,1,Mozilla,Macintosh,1,Intrusion
TCP,590,1,HTTP,1,96,0,Known Pattern A,Blocked,Segment A,1,12,21,2,6,Mozilla,Android,2,Intrusion
ICMP,1232,1,HTTP,0,8,1,Known Pattern A,Blocked,Segment B,1,3,22,4,4,Mozilla,Linux,0,Intrusion
UDP,812,1,DNS,0,26,1,Known Pattern A,Ignored,Segment A,1,20,15,1,2,Opera,Windows,1,Intrusion
UDP,862,1,DNS,1,4,1,Known Pattern B,Logged,Segment B,1,23,28,3,7,Mozilla,Windows,2,Intrusion
UDP,1474,1,DNS,1,36,1,Known Pattern A,Logged,Segment B,1,6,23,1,5,Mozilla,Android,2,Intrusion
TCP,755,1,FTP,0,59,0,Known Pattern A,Ignored,Segment B,1,14,20,5,2,Mozilla,Macintosh,2,Intrusion
ICMP,1203,1,FTP,0,29,0,Known Pattern B,Logged,Segment B,1,19,15,5,10,Mozilla,Macintosh,0,Intrusion
TCP,1109,1,HTTP,0,8,1,Known Pattern A,Blocked,Segment A,1,16,6,2,10,Mozilla,Macintosh,0,Intrusion
ICMP,80,1,DNS,1,14,1,Known Pattern B,Ignored,Segment A,1,6,24,1,3,Mozilla,Macintosh,2,Intrusion
TCP,391,1,DNS,1,89,0,Known Pattern B,Ignored,Segment A,1,3,13,1,10,Mozilla,iPod,2,Intrusion
TCP,1499,1,HTTP,1,2,0,Known Pattern A,Logged,Segment C,1,13,20,1,7,Mozilla,Macintosh,0,Intrusion
ICMP,1309,1,DNS,0,99,0,Known Pattern A,Logged,Segment A,1,20,27,5,5,Opera,Windows,2,Intrusion
TCP,769,1,DNS,0,21,1,Known Pattern A,Blocked,Segment B,1,1,23,0,8,Mozilla,Linux,1,Intrusion
ICMP,264,1,DNS,1,55,1,Known Pattern A,Ignored,Segment A,1,8,4,1,10,Mozilla,Windows,0,Intrusion
ICMP,84,1,HTTP,0,42,0,Known Pattern B,Blocked,Segment A,1,2,24,4,1,Mozilla,Windows,0,Intrusion
TCP,88,1,DNS,1,40,0,Known Pattern B,Blocked,Segment C,1,4,7,3,9,Opera,Linux,2,Intrusion
UDP,1173,1,HTTP,0,23,0,Known Pattern A,Blocked,Segment A,1,6,7,4,10,Opera,Linux,1,Intrusion
UDP,972,1,HTTP,1,95,0,Known Pattern B,Blocked,Segment C,1,5,31,1,1,Mozilla,Macintosh,0,Intrusion
UDP,717,1,HTTP,0,20,1,Known Pattern A,Ignored,Segment B,1,3,4,2,3,Mozilla,Windows,0,Intrusion
ICMP,990,1,FTP,0,29,1,Known Pattern B,Logged,Segment B,1,3,22,1,8,Opera,Windows,2,Intrusion
TCP,1067,1,FTP,0,38,1,Known Pattern A,Ignored,Segment C,1,11,7,2,9,Opera,Linux,0,Intrusion
TCP,110,1,FTP,1,88,1,Known Pattern A,Blocked,Segment C,1,21,8,5,5,Mozilla,Windows,0,Intrusion
UDP,924,1,HTTP,0,48,1,Known Pattern A,Logged,Segment A,1,4,21,5,8,Mozilla,Windows,1,Intrusion
TCP,463,1,DNS,0,14,1,Known Pattern A,Ignored,Segment B,1,13,6,3,2,Mozilla,Macintosh,1,Intrusion
ICMP,1179,1,FTP,0,58,0,Known Pattern B,Blocked,Segment B,1,8,26,4,3,Mozilla,Linux,0,Intrusion
ICMP,736,1,FTP,1,70,0,Known Pattern B,Ignored,Segment A,1,8,5,3,8,Mozilla,iPod,0,Intrusion
ICMP,1396,1,DNS,1,39,1,Known Pattern A,Blocked,Segment A,1,21,20,6,9,Mozilla,Windows,1,Intrusion
ICMP,820,1,FTP,1,44,1,Known Pattern A,Ignored,Segment C,1,11,28,4,1,Mozilla,Windows,2,Intrusion
ICMP,1037,1,DNS,1,1,0,Known Pattern B,Blocked,Segment A,1,18,15,3,6,Mozilla,Linux,1,Intrusion
TCP,894,1,DNS,1,15,1,Known Pattern B,Ignored,Segment A,1,22,27,0,1,Mozilla,iPod,1,Intrusion
TCP,240,1,HTTP,1,15,1,Known Pattern A,Logged,Segment C,1,3,9,2,6,Opera,Linux,1,Intrusion
TCP,1467,1,FTP,1,84,1,Known Pattern B,Ignored,Segment A,1,7,24,0,4,Mozilla,Macintosh,1,Intrusion
ICMP,211,1,FTP,0,47,1,Known Pattern A,Ignored,Segment B,1,7,22,4,1,Mozilla,Windows,0,Intrusion
TCP,1112,1,DNS,1,42,1,Known Pattern A,Ignored,Segment A,1,2,30,6,8,Opera,Linux,2,Intrusion
UDP,1171,1,FTP,1,96,1,Known Pattern B,Blocked,Segment C,1,12,12,1,1,Opera,Windows,2,Intrusion
ICMP,1083,1,HTTP,0,41,1,Known Pattern B,Ignored,Segment C,1,6,6,6,6,Mozilla,Windows,2,Intrusion
UDP,223,1,HTTP,1,29,0,Known Pattern B,Ignored,Segment A,1,3,29,2,7,Mozilla,Windows,1,Intrusion
ICMP,892,1,FTP,0,45,1,Known Pattern A,Blocked,Segment A,1,15,22,1,2,Mozilla,Windows,0,Intrusion
TCP,591,1,HTTP,1,50,1,Known Pattern A,Ignored,Segment C,1,16,5,6,6,Opera,Windows,2,Intrusion
ICMP,1344,1,DNS,1,41,1,Known Pattern B,Blocked,Segment C,1,20,21,4,5,Mozilla,Linux,0,Intrusion
UDP,1043,1,DNS,0,55,1,Known Pattern A,Logged,Segment B,1,11,8,2,6,Mozilla,Windows,1,Intrusion
UDP,745,1,FTP,1,49,1,Known Pattern A,Blocked,Segment A,1,14,3,4,3,Mozilla,Windows,0,Intrusion
TCP,1312,1,HTTP,0,8,0,Known Pattern B,Blocked,Segment B,1,7,1,0,2,Mozilla,Windows,2,Intrusion
ICMP,85,1,HTTP,1,14,1,Known Pattern B,Blocked,Segment B,1,9,19,6,4,Mozilla,Linux,1,Intrusion
ICMP,668,1,DNS,0,89,0,Known Pattern A,Logged,Segment A,1,16,19,2,5,Opera,Windows,2,Intrusion
TCP,960,1,FTP,0,14,0,Known Pattern A,Logged,Segment C,1,22,20,6,2,Mozilla,Macintosh,1,Intrusion
ICMP,1450,1,DNS,0,82,1,Known Pattern B,Ignored,Segment C,1,7,6,3,10,Mozilla,iPad,1,Intrusion
ICMP,133,1,FTP,0,1,0,Known Pattern B,Logged,Segment C,1,17,6,0,6,Mozilla,Windows,0,Intrusion
UDP,802,1,FTP,1,29,0,Known Pattern A,Ignored,Segment C,1,15,5,4,8,Opera,Linux,1,Intrusion
UDP,604,1,DNS,1,78,1,Known Pattern B,Blocked,Segment C,1,19,6,3,4,Mozilla,Windows,0,Intrusion
UDP,604,1,FTP,1,88,1,Known Pattern B,Logged,Segment B,1,11,31,4,1,Mozilla,Linux,1,Intrusion
UDP,1292,1,DNS,0,7,0,Known Pattern B,Ignored,Segment C,1,21,4,4,11,Mozilla,Linux,1,Intrusion
ICMP,1320,1,DNS,1,20,1,Known Pattern A,Ignored,Segment A,1,16,18,2,8,Opera,Linux,0,Intrusion
UDP,1236,1,HTTP,1,97,0,Known Pattern B,Blocked,Segment C,1,9,5,5,8,Mozilla,Linux,2,Intrusion
UDP,505,1,DNS,0,31,1,Known Pattern A,Ignored,Segment C,1,6,20,6,11,Mozilla,iPad,1,Intrusion
ICMP,1247,1,HTTP,0,10,1,Known Pattern B,Ignored,Segment C,1,2,25,3,2,Mozilla,Linux,1,Intrusion
UDP,1282,1,FTP,1,98,1,Known Pattern B,Ignored,Segment C,1,17,18,4,9,Mozilla,Macintosh,0,Intrusion
TCP,1457,1,DNS,0,95,0,Known Pattern B,Logged,Segment A,1,6,13,1,12,Mozilla,Windows,0,Intrusion
TCP,543,1,FTP,0,11,0,Known Pattern A,Logged,Segment A,1,18,30,5,1,Mozilla,Windows,2,Intrusion
TCP,129,1,DNS,0,14,1,Known Pattern A,Logged,Segment C,1,16,5,2,8,Mozilla,Linux,1,Intrusion
TCP,183,1,DNS,0,2,1,Known Pattern A,Logged,Segment B,1,16,7,4,4,Mozilla,Macintosh,1,Intrusion
UDP,124,1,DNS,0,9,1,Known Pattern B,Logged,Segment C,1,1,17,4,12,Opera,Windows,0,Intrusion
UDP,464,1,DNS,0,27,0,Known Pattern A,Logged,Segment C,1,4,20,0,2,Mozilla,Macintosh,2,Intrusion
TCP,486,1,DNS,0,91,1,Known Pattern B,Ignored,Segment C,1,4,8,2,1,Mozilla,Windows,1,Intrusion
TCP,1284,1,FTP,1,71,1,Known Pattern A,Ignored,Segment C,1,20,25,6,6,Mozilla,Windows,0,Intrusion
ICMP,1308,1,DNS,0,64,1,Known Pattern B,Ignored,Segment A,1,23,21,0,8,Opera,Windows,1,Intrusion
UDP,1268,1,HTTP,0,67,0,Known Pattern A,Ignored,Segment C,1,15,24,4,7,Mozilla,Macintosh,1,Intrusion
TCP,1351,1,HTTP,1,37,0,Known Pattern A,Blocked,Segment C,1,3,21,1,6,Mozilla,Macintosh,1,Intrusion
UDP,800,1,DNS,0,11,1,Known Pattern B,Logged,Segment B,1,18,20,1,4,Mozilla,Windows,1,Intrusion
ICMP,236,1,DNS,0,9,1,Known Pattern B,Blocked,Segment B,1,12,21,2,10,Mozilla,Macintosh,2,Intrusion
